id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
5437,Nike Store,1185732,2024-06-04,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para mujer,162900.0,68,87856,22596.46,Online
5438,Nike Store,1185732,2024-07-05,Orinoquía,Casanare,Yopal,Ropa de mujer,120000.0,68,64736,11576.41,Online
5439,Nike Store,1185732,2024-08-01,Orinoquía,Casanare,Yopal,Ropa de mujer,171400.0,68,92480,17805.01,Online
5440,Nike Store,1185732,2024-12-01,Orinoquía,Casanare,Yopal,Calzado urbano para mujer,308600.0,68,166464,27660.68,Online
5441,Plaza Sport,1185732,2025-03-01,Andina,Caldas,Manizales,Calzado deportivo para hombre,282900.0,68,152592,32539.67,Online
5442,Plaza Sport,1185732,2024-12-05,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,360000.0,68,194208,38401.24,Online
5443,Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Ropa de mujer,308600.0,68,166464,33113.7,Online
5444,Plaza Sport,1185732,2024-09-13,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,162900.0,68,87856,22089.01,Online
5445,Plaza Sport,1185732,2024-10-14,Andina,Norte de Santander,Cúcuta,Ropa de hombre,360000.0,68,194208,35023.85,Online
5446,Plaza Sport,1185732,2025-01-13,Andina,Norte de Santander,Cúcuta,Ropa de hombre,420000.0,68,226576,49266.96,Online
5447,Plaza Sport,1185732,2025-02-14,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,205700.0,68,110976,19551.77,Online
5448,Nike Store,1185732,2024-06-22,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,291400.0,68,157216,29647.38,Online
5449,Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,334300.0,68,180336,27834.17,Online
5450,Falabella,1185732,2024-09-03,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,282900.0,68,152592,25330.1,Online
5451,Falabella,1185732,2024-10-02,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para hombre,351400.0,68,189584,41131.35,Online
5452,Falabella,1185732,2024-10-02,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,402900.0,68,217328,47112.89,Online
5453,Decathlon,1185732,2025-03-06,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,531400.0,68,286688,49609.85,Online
5454,Decathlon,1185732,2025-04-05,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,411400.0,68,221952,38814.17,Online
5455,Decathlon,1185732,2024-07-30,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,248600.0,68,134096,27522.91,Online
5456,Decathlon,,2024-12-31,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,351400.0,68,189584,45805.35,Online
5457,Nike Store,1185732,2025-04-02,Caribe,San Andrés,San Andrés,Ropa de hombre,514300.0,68,277440,61676.47,Online
5458,Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Ropa de hombre,480000.0,68,258944,61291.69,Online
5459,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado deportivo para hombre,325700.0,68,175712,45083.54,Online
5460,Decathlon,1185732,2024-07-14,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,274300.0,68,147968,30005.82,Online
5461,Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,360000.0,68,194208,39657.33,Online
5462,Decathlon,1185732,2024-12-09,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,454300.0,68,245072,37408.71,Online
5463,Mercado Libre,1185732,2024-06-12,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de hombre,445700.0,68,240448,53047.14,Online
5464,Mercado Libre,1185732,2025-01-07,Andina,Boyacá,Duitama,Calzado deportivo para mujer,420000.0,68,226576,37420.94,Online
5465,Mercado Libre,1185732,2024-09-14,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,420000.0,NaN,NaN,53004.83,Online
5466,Nike Store,1185732,2025-03-21,Andina,Antioquia,Medellín,Calzado deportivo para hombre,291400.0,68,157216,30533.97,Outlet
5467,Nike Store,1185732,2025-05-14,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,300000.0,68,161840,37104.77,Outlet
5468,Nike Store,1185732,2025-05-20,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,368600.0,68,198832,38511.97,Outlet
5469,Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Ropa de hombre,360000.0,68,194208,46736.25,Outlet
5470,Nike Store,,2024-09-20,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,274300.0,68,147968,37314.46,Outlet
5471,Plaza Sport,1128299,2024-06-22,Andina,Tolima,Honda,Calzado deportivo para mujer,257100.0,68,138720,23436.05,Outlet
5472,Plaza Sport,1128299,2024-06-15,Pacífica,Chocó,Quibdó,Ropa de hombre,282900.0,68,152592,24138.1,Outlet
5473,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Ropa de hombre,300000.0,68,161840,39505.29,Outlet
5474,Nike Store,1128299,2024-07-22,Andina,Santander,Floridablanca,Calzado deportivo para mujer,222900.0,68,120224,18748.09,Outlet
5475,Nike Store,1128299,2024-08-18,Andina,Santander,Floridablanca,Calzado deportivo para mujer,325700.0,68,175712,39959.08,Outlet
5476,Plaza Sport,1197831,2025-03-19,Andina,Huila,Neiva,Ropa de hombre,188600.0,68,101728,19250.27,Outlet
5477,Decathlon,1185732,2024-07-30,Caribe,San Andrés,San Andrés,Calzado deportivo para hombre,274300.0,68,147968,33133.98,Outlet
5478,Nike Store,1185732,2024-12-02,Caribe,Sucre,Corozal,Ropa de hombre,282900.0,68,152592,27761.82,Outlet
5479,Nike Store,1185732,2025-03-06,Caribe,Sucre,Corozal,Calzado deportivo para hombre,325700.0,68,175712,34772.51,Outlet
5480,Decathlon,1185732,2025-04-05,Caribe,Sucre,Corozal,Calzado urbano para mujer,317100.0,68,171088,31423.68,Outlet
5481,Decathlon,1185732,2025-04-05,Caribe,Sucre,Corozal,Calzado deportivo para mujer,308600.0,68,166464,29075.21,Outlet
5482,Decathlon,1185732,2024-08-09,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,265700.0,68,143344,24699.5,Outlet
5483,Decathlon,1185732,2024-10-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para hombre,291400.0,68,157216,29486.72,Outlet
5484,Decathlon,1185732,2024-10-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para mujer,257100.0,68,138720,22313.03,Outlet
5485,Decathlon,1185732,2025-03-13,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para hombre,317100.0,68,171088,34488.06,Outlet
5486,Mercado Libre,1185732,2025-03-13,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,437100.0,68,235824,36636.61,Outlet
5487,Mercado Libre,1185732,2024-07-11,Andina,Boyacá,Duitama,Ropa de hombre,308600.0,68,166464,40290.33,Outlet
5488,Mercado Libre,1185732,2024-09-07,Andina,Boyacá,Duitama,Calzado deportivo para hombre,300000.0,68,161840,24941.86,Outlet
5489,Mercado Libre,1185732,2025-02-06,Andina,Boyacá,Duitama,Ropa de hombre,411400.0,68,221952,49819.96,Outlet
5490,Mercado Libre,,2024-07-18,Andina,Caldas,Chinchiná,Calzado deportivo para mujer,265700.0,68,143344,25797.73,Outlet
5491,Nike Store,1185732,2025-05-21,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,402900.0,NaN,NaN,38175.45,Outlet
5492,Plaza Sport,,2023-06-28,Caribe,Atlántico,Sabanalarga,Ropa de hombre,368600.0,66,187308,45406.3,Outlet
5493,Decathlon,1185732,2024-07-04,Caribe,San Andrés,San Andrés,Ropa de hombre,334300.0,66,169884,29335.47,Outlet
5494,Nike Store,1185732,2024-11-04,Caribe,Sucre,Corozal,Ropa de hombre,334300.0,66,169884,35021.85,Outlet
5495,Decathlon,1185732,2025-03-06,Caribe,Sucre,Corozal,Ropa de mujer,402900.0,66,204732,51739.77,Outlet
5496,Mercado Libre,1185732,2025-02-06,Andina,Boyacá,Duitama,Calzado deportivo para mujer,300000.0,66,152460,25177.67,Outlet
5497,Mercado Libre,1185732,2025-03-10,Andina,Boyacá,Duitama,Calzado urbano para mujer,342900.0,66,174240,43134.08,Outlet
5498,Nike Store,1185732,2024-11-19,Andina,Antioquia,Medellín,Ropa de mujer,420000.0,65,207025,31540.13,Online
5499,Nike Store,1185732,2024-12-04,Andina,Antioquia,Medellín,Calzado urbano para mujer,308600.0,65,152100,30280.11,Online
5500,Nike Store,1185732,2024-12-25,Andina,Antioquia,Medellín,Ropa de mujer,514300.0,65,253500,42677.57,Online
5501,Nike Store,1185732,2024-12-27,Andina,Antioquia,Medellín,Calzado deportivo para hombre,394300.0,65,194350,39749.57,Online
5502,Nike Store,1185732,2024-12-31,Andina,Antioquia,Medellín,Ropa de mujer,522900.0,65,257725,66381.86,Online
5503,Nike Store,1185732,2025-05-24,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,608600.0,65,299975,58274.85,Online
5504,Nike Store,1185732,2025-05-27,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,471400.0,65,232375,36859.95,Online
5505,Plaza Sport,1128299,2023-11-02,Pacífica,Nariño,Tumaco,Ropa de hombre,445700.0,65,219700,37418.54,Online
5506,Nike Store,1185732,2024-03-16,Caribe,La Guajira,Riohacha,Calzado deportivo para hombre,282900.0,65,139425,31470.24,Online
5507,Nike Store,1185732,2024-03-20,Andina,Antioquia,Envigado,Ropa de mujer,274300.0,65,135200,33478.58,Online
5508,Nike Store,1185732,2024-03-26,Andina,Antioquia,Envigado,Ropa de mujer,291400.0,65,143650,27432.83,Online
5509,Nike Store,,2024-10-19,Andina,Tolima,Espinal,Calzado urbano para mujer,205700.0,65,101400,17438.95,Online
5510,Nike Store,1185732,2024-12-27,Andina,Tolima,Melgar,Ropa de mujer,462900.0,65,228150,56352.8,Online
5511,Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,454300.0,65,223925,53529.11,Online
5512,Mercado Libre,1185732,2024-08-16,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,445700.0,65,219700,42676.66,Online
5513,Mercado Libre,1185732,2025-01-17,Amazonía,Vaupés,Mitú,Ropa de hombre,531400.0,65,261950,56083.65,Online
5514,Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,462900.0,65,228150,51962.05,Online
5515,Nike Store,1128299,2024-08-19,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,411400.0,65,202800,47955.67,Online
5516,Nike Store,,2025-02-21,Andina,Cundinamarca,Facatativá,Calzado urbano para mujer,402900.0,65,198575,47474.75,Online
5517,Nike Store,1185732,2024-09-14,Andina,Santander,Bucaramanga,Ropa de hombre,308600.0,65,152100,34371.95,Online
5518,Nike Store,1185732,2024-10-15,Andina,Santander,Bucaramanga,Calzado deportivo para mujer,248600.0,65,122525,18707.26,Online
5519,Plaza Sport,1128299,2024-08-19,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,420000.0,65,207025,32183.77,Online
5520,Plaza Sport,1128299,2024-10-14,Caribe,Bolívar,Cartagena,Ropa de hombre,308600.0,65,152100,25742.66,Online
5521,Falabella,1128299,2024-10-23,Orinoquía,Arauca,Arauca,Ropa de hombre,480000.0,65,236600,54386.33,Online
5522,Mercado Libre,1185732,2024-08-17,Andina,Cundinamarca,Girardot,Ropa de mujer,360000.0,65,177450,28673.44,Online
5523,Mercado Libre,1185732,2025-01-18,Andina,Cundinamarca,Girardot,Ropa de hombre,420000.0,65,207025,38989.37,Online
5524,Mercado Libre,,2025-02-19,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,282900.0,65,139425,27452.82,Online
5525,Éxito,1197831,2024-08-15,Pacífica,Nariño,Pasto,Ropa de hombre,274300.0,65,135200,21565.28,Online
5526,Plaza Sport,1197831,2024-06-21,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,154300.0,65,76050,12687.54,Online
5527,Plaza Sport,1197831,2024-09-16,Andina,Huila,Neiva,Calzado deportivo para hombre,197100.0,65,97175,19982.88,Online
5528,Falabella,1197831,2024-06-14,Andina,Huila,Neiva,Ropa de hombre,282900.0,65,139425,21986.75,Online
5529,Falabella,,2024-07-13,Andina,Huila,Neiva,Calzado deportivo para hombre,197100.0,65,97175,23474.09,Online
5530,Falabella,1197831,2024-08-08,Andina,Quindío,Armenia,Ropa de mujer,197100.0,65,97175,24754.18,Online
5531,Falabella,1197831,2024-10-08,Andina,Quindío,Armenia,Calzado urbano para mujer,274300.0,65,135200,24200.16,Online
5532,Falabella,,2025-02-08,Andina,Quindío,Armenia,Calzado deportivo para mujer,120000.0,65,59150,11875.07,Online
5533,Nike Store,1185732,2025-01-08,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,308600.0,65,152100,31457.87,Online
5534,Nike Store,1185732,2025-02-09,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,394300.0,65,194350,33395.63,Online
5535,Decathlon,1185732,2025-04-10,Amazonía,Guaviare,San José del Guaviare,Ropa de mujer,522900.0,65,257725,51207.68,Online
5536,Decathlon,1185732,2024-11-05,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para hombre,274300.0,65,135200,29468.02,Online
5537,Nike Store,1185732,2025-04-07,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,514300.0,65,253500,59248.03,Online
5538,Nike Store,1185732,2024-08-01,Orinoquía,Casanare,Yopal,Calzado urbano para mujer,77100.0,65,38025,9685.88,Online
5539,Plaza Sport,,2024-06-01,Orinoquía,Casanare,Yopal,Calzado urbano para mujer,154300.0,65,76050,15397.1,Online
5540,Plaza Sport,1185732,2024-07-02,Andina,Caldas,Manizales,Ropa de mujer,120000.0,65,59150,12310.83,Online
5541,Plaza Sport,1185732,2025-01-31,Andina,Caldas,Manizales,Calzado deportivo para hombre,248600.0,65,122525,21229.22,Online
5542,Plaza Sport,1185732,2025-03-01,Andina,Caldas,Manizales,Ropa de mujer,394300.0,65,194350,39246.03,Online
5543,Plaza Sport,,2025-04-01,Andina,Caldas,Manizales,Calzado deportivo para mujer,282900.0,65,139425,32051.16,Online
5544,Plaza Sport,1185732,2025-03-08,Orinoquía,Meta,Villavicencio,Calzado deportivo para hombre,274300.0,65,135200,23470.8,Online
5545,Plaza Sport,1185732,2024-07-16,Andina,Norte de Santander,Cúcuta,Ropa de hombre,411400.0,65,202800,50367.38,Online
5546,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para hombre,394300.0,65,194350,46837.87,Online
5547,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,385700.0,65,190125,38007.53,Online
5548,Nike Store,,2024-07-14,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,385700.0,65,190125,44973.68,Online
5549,Nike Store,1185732,2024-10-09,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para mujer,351400.0,65,173225,36899.61,Online
5550,Falabella,1185732,2024-11-04,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para mujer,334300.0,65,164775,33850.31,Online
5551,Falabella,1185732,2024-11-04,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,394300.0,65,194350,46278.86,Online
5552,Decathlon,1185732,2025-04-05,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para mujer,420000.0,65,207025,42296.34,Online
5553,Decathlon,,2024-07-04,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,248600.0,65,122525,19256.48,Online
5554,Nike Store,1185732,2024-07-07,Caribe,Sucre,Corozal,Ropa de mujer,282900.0,65,139425,33866.61,Online
5555,Nike Store,1185732,2024-11-04,Caribe,Sucre,Corozal,Calzado urbano para mujer,334300.0,65,164775,25213.67,Online
5556,Nike Store,1185732,2024-12-02,Caribe,Sucre,Corozal,Calzado urbano para mujer,317100.0,65,156325,33826.87,Online
5557,Decathlon,1185732,2025-05-04,Caribe,Sucre,Corozal,Calzado deportivo para mujer,411400.0,65,202800,51284.93,Online
5558,Decathlon,1185732,2024-11-11,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,351400.0,65,173225,42484.62,Online
5559,Mercado Libre,1185732,2025-03-13,Andina,Bogotá D.C.,Bogotá D.C.,Ropa de mujer,565700.0,65,278850,57898.07,Online
5560,Mercado Libre,1185732,2024-09-07,Andina,Boyacá,Duitama,Calzado urbano para mujer,274300.0,65,135200,20602.77,Online
5561,Mercado Libre,1185732,2024-10-06,Andina,Boyacá,Duitama,Calzado deportivo para mujer,394300.0,65,194350,40627.32,Online
5562,Mercado Libre,1185732,2025-01-07,Andina,Boyacá,Duitama,Ropa de hombre,488600.0,65,240825,52511.46,Online
5563,Decathlon,,2025-04-05,Caribe,Sucre,Corozal,Calzado urbano para mujer,411400.0,64,196608,39934.01,Online
5564,Nike Store,1185732,2025-04-12,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,334300.0,64,159744,33774.62,Outlet
5565,Nike Store,1185732,2025-04-29,Andina,Cundinamarca,Bogotá D.C.,Ropa de hombre,428600.0,NaN,NaN,38462.23,Outlet
5566,Nike Store,1128299,2024-07-23,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,240000.0,64,114688,17745.69,Outlet
5567,Plaza Sport,1128299,2024-07-23,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,248600.0,64,118784,20221.69,Outlet
5568,Decathlon,1185732,2024-08-31,Caribe,San Andrés,San Andrés,Calzado deportivo para hombre,257100.0,64,122880,29123.24,Outlet
5569,Decathlon,1185732,2024-08-31,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,171400.0,64,81920,15917.89,Outlet
5570,Decathlon,1185732,2025-01-30,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,282900.0,64,135168,29809.17,Outlet
5571,Nike Store,1185732,2025-02-02,Caribe,Sucre,Corozal,Ropa de mujer,351400.0,64,167936,43619.78,Outlet
5572,Nike Store,1185732,2024-06-22,Andina,Caldas,Chinchiná,Ropa de hombre,428600.0,64,204800,32174.05,Outlet
5573,Nike Store,1185732,2024-11-13,Andina,Antioquia,Medellín,Ropa de mujer,385700.0,63,178605,33270.13,Online
5574,Nike Store,1185732,2024-11-25,Andina,Antioquia,Medellín,Ropa de mujer,548600.0,63,254016,50825.81,Online
5575,Nike Store,1185732,2024-11-27,Andina,Antioquia,Medellín,Calzado deportivo para hombre,368600.0,63,170667,30995.17,Online
5576,Nike Store,,2024-12-11,Andina,Antioquia,Medellín,Calzado deportivo para mujer,317100.0,63,146853,23172.35,Online
5577,Nike Store,1185732,2025-04-18,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,548600.0,63,254016,51851.8,Online
5578,Nike Store,1185732,2025-05-14,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,402900.0,63,186543,33067.0,Online
5579,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,514300.0,63,238140,55707.14,Online
5580,Nike Store,1185732,2024-03-17,Caribe,La Guajira,Riohacha,Calzado urbano para mujer,205700.0,63,95256,15035.58,Online
5581,Nike Store,1185732,2024-04-22,Andina,Antioquia,Envigado,Calzado urbano para mujer,308600.0,63,142884,22495.9,Online
5582,Nike Store,1185732,2024-11-24,Andina,Tolima,Melgar,Calzado urbano para mujer,291400.0,63,134946,22087.51,Online
5583,Nike Store,1185732,2024-12-23,Andina,Tolima,Melgar,Calzado deportivo para hombre,308600.0,63,142884,28013.58,Online
5584,Mercado Libre,1185732,2025-03-12,Andina,Tolima,Ibagué,Calzado urbano para mujer,240000.0,63,111132,25478.23,Online
5585,Mercado Libre,1185732,2025-03-21,Caribe,Guajira,Maicao,Ropa de mujer,317100.0,63,146853,27627.51,Online
5586,Mercado Libre,1185732,2025-04-02,Caribe,Guajira,Maicao,Ropa de mujer,334300.0,63,154791,32950.2,Online
5587,Mercado Libre,1185732,2025-04-17,Caribe,Guajira,Maicao,Calzado urbano para mujer,368600.0,63,170667,40952.16,Online
5588,Mercado Libre,1185732,2025-04-16,Caribe,Guajira,Maicao,Ropa de mujer,574300.0,63,265923,50834.16,Online
5589,Mercado Libre,1185732,2024-10-16,Amazonía,Vaupés,Mitú,Calzado deportivo para mujer,437100.0,63,202419,39663.01,Online
5590,Plaza Sport,,2024-09-20,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,351400.0,63,162729,41698.0,Online
5591,Plaza Sport,1128299,2025-02-14,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,351400.0,63,162729,34722.22,Online
5592,Nike Store,,2024-06-21,Amazonía,Caquetá,Florencia,Ropa de hombre,360000.0,63,166698,43032.54,Online
5593,Nike Store,1128299,2024-07-22,Andina,Santander,Floridablanca,Calzado deportivo para mujer,325700.0,63,150822,25731.72,Online
5594,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Ropa de hombre,351400.0,63,162729,42083.25,Online
5595,Decathlon,1128299,2024-07-12,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,308600.0,63,142884,27321.89,Online
5596,Mercado Libre,1185732,2024-07-21,Andina,Risaralda,Pereira,Calzado urbano para mujer,248600.0,63,115101,28804.97,Online
5597,Mercado Libre,,2024-12-17,Andina,Cundinamarca,Girardot,Calzado deportivo para mujer,317100.0,NaN,NaN,29023.92,Online
5598,Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Calzado deportivo para mujer,171400.0,63,79380,15671.32,Online
5599,Plaza Sport,1197831,2025-02-15,Andina,Huila,Neiva,Calzado deportivo para mujer,120000.0,63,55566,13568.67,Online
5600,Decathlon,1185732,2025-04-10,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,351400.0,63,162729,42095.71,Online
5601,Decathlon,1185732,2024-08-04,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,240000.0,63,111132,21210.59,Online
5602,Decathlon,1185732,2025-01-05,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para mujer,317100.0,63,146853,36454.68,Online
5603,Decathlon,1185732,2025-02-06,Orinoquía,Vichada,Puerto Carreño,Ropa de mujer,377100.0,63,174636,32939.52,Online
