"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
6272;"Nike Store";1185732;"2024-04-10";"Andina";"Antioquia";"Envigado";"Calzado urbano para mujer";317100.0;38;53428.0;12204.06;"Online"
6273;"Nike Store";1185732;"2024-05-16";"Andina";"Antioquia";"Envigado";"Calzado urbano para mujer";308600.0;38;51984.0;11768.75;"Online"
6274;"Nike Store";1185732;"2024-10-24";"Andina";"Tolima";"Melgar";"Calzado deportivo para hombre";282900.0;38;47652.0;8896.48;"Online"
6275;"Nike Store";1185732;"2024-11-03";"Andina";"Tolima";"Melgar";"Ropa de mujer";317100.0;38;53428.0;11450.08;"Online"
6276;"Nike Store";1185732;"2024-12-01";"Andina";"Tolima";"Melgar";"Calzado deportivo para mujer";248600.0;38;41876.0;10529.85;"Online"
6277;"Nike Store";1185732;"2024-12-15";"Andina";"Tolima";"Melgar";"Ropa de mujer";377100.0;38;63536.0;15524.34;"Online"
6278;"Nike Store";1185732;"2024-12-25";"Andina";"Tolima";"Melgar";"Calzado deportivo para mujer";325700.0;38;54872.0;11377.0;"Online"
6279;"Mercado Libre";1185732;"2025-05-27";"Caribe";"La Guajira";"Maicao";"Calzado urbano para mujer";351400.0;38;59204.0;9097.74;"Online"
6280;"Nike Store";1128299;"2024-07-09";"Caribe";"San Andrés y Providencia";"Providencia";"Ropa de hombre";402900.0;38;67868.0;14681.7;"Online"
6281;"Nike Store";1128299;"2024-07-23";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";360000.0;38;60648.0;15200.42;"Online"
6282;"Plaza Sport";1128299;"2024-07-23";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";360000.0;38;60648.0;14202.89;"Online"
6283;"Mercado Libre";1185732;"2024-10-19";"Andina";"Cundinamarca";"Girardot";"Calzado deportivo para mujer";325700.0;38;54872.0;8726.17;"Online"
6284;"Falabella";1197831;"2024-09-09";"Andina";"Quindío";"Armenia";"Ropa de hombre";334300.0;38;56316.0;9155.94;"Online"
6285;"Nike Store";1185732;"2024-10-09";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";437100.0;38;73644.0;13684.87;"Online"
6286;"Nike Store";1185732;"2025-03-10";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";462900.0;38;77976.0;14143.18;"Online"
6287;"Nike Store";1185732;"2024-07-05";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";325700.0;38;54872.0;10942.52;"Online"
6288;"Nike Store";1185732;"2025-02-03";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";197100.0;38;33212.0;6408.55;"Online"
6289;"Nike Store";1185732;"2025-03-04";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";360000.0;38;60648.0;13132.61;"Online"
6290;"Plaza Sport";1185732;"2024-07-02";"Andina";"Caldas";"Manizales";"Ropa de hombre";325700.0;38;54872.0;13378.56;"Online"
6291;"Plaza Sport";1185732;"2024-09-30";"Andina";"Caldas";"Manizales";"Calzado deportivo para mujer";274300.0;38;46208.0;9216.42;"Online"
6292;"Plaza Sport";1185732;"2025-03-08";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";274300.0;38;46208.0;10435.32;"Online"
6293;"Plaza Sport";1185732;"2025-03-08";"Orinoquía";"Meta";"Villavicencio";"Ropa de hombre";351400.0;38;59204.0;9520.2;"Online"
6294;"Plaza Sport";1185732;"2024-07-21";"Andina";"Norte de Santander";"Cúcuta";"Calzado deportivo para hombre";291400.0;38;49096.0;9648.12;"Online"
6295;"Plaza Sport";1185732;"2024-10-16";"Andina";"Cundinamarca";"Fusagasugá";"Calzado urbano para mujer";308600.0;38;51984.0;12484.83;"Online"
6296;"Decathlon";1185732;"2025-01-17";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";402900.0;38;67868.0;16375.75;"Online"
6297;"Falabella";1185732;"2024-06-08";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para mujer";231400.0;38;38988.0;8808.97;"Online"
6298;"Falabella";1185732;"2025-02-02";"Andina";"Cundinamarca";"Zipaquirá";"Calzado deportivo para mujer";317100.0;38;53428.0;13668.89;"Online"
6299;"Falabella";1185732;"2025-03-06";"Andina";"Cundinamarca";"Zipaquirá";"Ropa de hombre";497100.0;38;83752.0;19377.42;"Online"
6300;"Decathlon";1185732;"2024-08-31";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";274300.0;38;46208.0;11058.52;"Online"
6301;"Decathlon";1185732;"2025-03-03";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";428600.0;38;72200.0;17508.7;"Online"
6302;"Nike Store";1185732;"2025-02-02";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";308600.0;38;51984.0;12192.96;"Online"
6303;"Mercado Libre";1185732;"2024-08-06";"Andina";"Boyacá";"Duitama";"Calzado deportivo para mujer";308600.0;38;51984.0;9630.16;"Online"
6304;"Mercado Libre";1185732;"2024-09-07";"Andina";"Boyacá";"Duitama";"Ropa de hombre";437100.0;38;73644.0;13447.78;"Online"
6305;"Mercado Libre";1185732;"2024-08-13";"Andina";"Caldas";"Chinchiná";"Calzado deportivo para mujer";377100.0;38;63536.0;13169.04;"Online"
6306;"Nike Store";1185732;"2025-05-15";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";325700.0;38;54872.0;12539.87;"Outlet"
6307;"Decathlon";1185732;"2025-03-13";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";351400.0;38;59204.0;8930.35;"Outlet"
6308;"Nike Store";1185732;"2025-03-24";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";462900.0;36;69984.0;17398.95;"Online"
6309;"Nike Store";1185732;"2025-03-30";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";437100.0;36;66096.0;13255.24;"Online"
6310;"Nike Store";1185732;"2025-05-11";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";428600.0;36;64800.0;14054.23;"Online"
6311;"Nike Store";1185732;"2024-12-19";"Andina";"Tolima";"Melgar";"Calzado deportivo para mujer";231400.0;36;34992.0;7796.08;"Online"
6312;"Mercado Libre";1185732;"2025-05-28";"Caribe";"La Guajira";"Maicao";"Calzado deportivo para mujer";360000.0;36;54432.0;11067.17;"Online"
6313;"Mercado Libre";1185732;"2025-05-29";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";445700.0;36;67392.0;13358.27;"Online"
6314;"Mercado Libre";1185732;"2024-08-16";"Amazonía";"Vaupés";"Mitú";"Calzado deportivo para mujer";420000.0;36;63504.0;14677.28;"Online"
6315;"Nike Store";1128299;"2024-08-05";"Caribe";"San Andrés y Providencia";"Providencia";"Ropa de hombre";471400.0;36;71280.0;13612.08;"Online"
6316;"Plaza Sport";1128299;"2024-09-20";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";411400.0;36;62208.0;13776.63;"Online"
6317;"Nike Store";1185732;"2024-06-10";"Andina";"Quindío";"Armenia";"Calzado deportivo para mujer";291400.0;36;44064.0;7244.33;"Online"
6318;"Nike Store";1185732;"2025-03-10";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para mujer";368600.0;36;55728.0;12685.99;"Online"
6319;"Decathlon";1185732;"2024-08-04";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";308600.0;36;46656.0;7697.86;"Online"
6320;"Plaza Sport";1185732;"2024-07-09";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";248600.0;36;37584.0;7969.15;"Online"
6321;"Plaza Sport";1185732;"2024-09-06";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";162900.0;36;24624.0;4806.67;"Online"
6322;"Plaza Sport";1185732;"2024-10-16";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";420000.0;36;63504.0;12059.8;"Online"
6323;"Decathlon";1185732;"2025-02-16";"Andina";"Cundinamarca";"Fusagasugá";"Calzado urbano para mujer";325700.0;36;49248.0;10535.29;"Online"
6324;"Nike Store";1185732;"2024-07-07";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para hombre";291400.0;36;44064.0;10570.83;"Online"
6325;"Nike Store";1185732;"2024-09-03";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";205700.0;36;31104.0;5838.73;"Online"
6326;"Decathlon";1185732;"2025-02-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";360000.0;36;54432.0;9737.34;"Online"
6327;"Nike Store";1185732;"2024-11-24";"Andina";"Antioquia";"Medellín";"Ropa de hombre";505700.0;35;72275.0;13103.53;"Online"
6328;"Nike Store";1185732;"2025-03-27";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";377100.0;35;53900.0;11849.1;"Online"
6329;"Nike Store";1185732;"2024-03-28";"Andina";"Antioquia";"Envigado";"Calzado deportivo para hombre";325700.0;35;46550.0;8624.39;"Online"
6330;"Nike Store";1185732;"2024-10-21";"Andina";"Tolima";"Melgar";"Ropa de hombre";368600.0;35;52675.0;11949.47;"Online"
6331;"Nike Store";1128299;"2024-09-20";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";420000.0;35;60025.0;12512.2;"Online"
6332;"Mercado Libre";1185732;"2024-09-18";"Andina";"Cundinamarca";"Girardot";"Ropa de hombre";402900.0;35;57575.0;12188.08;"Online"
6333;"Falabella";1197831;"2024-09-09";"Andina";"Quindío";"Armenia";"Calzado deportivo para mujer";162900.0;35;23275.0;4028.97;"Online"
6334;"Decathlon";1185732;"2024-08-31";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";394300.0;35;56350.0;10731.45;"Online"
6335;"Nike Store";1185732;"2024-07-07";"Caribe";"Sucre";"Corozal";"Ropa de hombre";351400.0;35;50225.0;8684.17;"Online"
6336;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";274300.0;35;39200.0;9925.37;"Online"
6337;"Nike Store";1185732;"2024-10-30";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";317100.0;34;42772.0;6726.97;"Online"
6338;"Nike Store";1185732;"2025-05-15";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";411400.0;34;55488.0;11473.86;"Online"
6339;"Nike Store";1185732;"2024-05-06";"Andina";"Antioquia";"Envigado";"Ropa de hombre";274300.0;34;36992.0;7105.41;"Online"
6340;"Nike Store";1185732;"2024-05-18";"Andina";"Antioquia";"Envigado";"Ropa de hombre";445700.0;34;60112.0;11424.6;"Online"
6341;"Mercado Libre";1185732;"2025-04-06";"Caribe";"La Guajira";"Maicao";"Calzado deportivo para mujer";351400.0;34;47396.0;10618.47;"Online"
6342;"Mercado Libre";1185732;"2024-07-21";"Andina";"Cundinamarca";"Girardot";"Calzado deportivo para mujer";291400.0;34;39304.0;7075.52;"Online"
6343;"Plaza Sport";1197831;"2024-08-15";"Andina";"Huila";"Neiva";"Calzado deportivo para mujer";171400.0;34;23120.0;4346.34;"Online"
6344;"Decathlon";1185732;"2025-03-07";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";385700.0;34;52020.0;12999.33;"Online"
6345;"Nike Store";1185732;"2024-09-02";"Orinoquía";"Casanare";"Yopal";"Ropa de hombre";471400.0;34;63580.0;13064.66;"Online"
6346;"Nike Store";1185732;"2024-10-03";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";282900.0;34;38148.0;9069.53;"Online"
6347;"Plaza Sport";1185732;"2024-07-29";"Andina";"Caldas";"Manizales";"Ropa de hombre";248600.0;34;33524.0;6781.16;"Online"
6348;"Plaza Sport";1185732;"2025-01-31";"Andina";"Caldas";"Manizales";"Calzado deportivo para mujer";197100.0;34;26588.0;6863.73;"Online"
6349;"Falabella";1185732;"2024-08-02";"Andina";"Cundinamarca";"Zipaquirá";"Ropa de hombre";368600.0;34;49708.0;10136.66;"Online"
6350;"Decathlon";1185732;"2024-07-04";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";274300.0;34;36992.0;7589.49;"Online"
6351;"Decathlon";1185732;"2025-02-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";445700.0;34;60112.0;9260.63;"Online"
6352;"Decathlon";1185732;"2025-03-13";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado urbano para mujer";454300.0;34;61268.0;13772.09;"Online"
6353;"Nike Store";1185732;"2025-04-16";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";360000.0;34;48552.0;8824.47;"Outlet"
6354;"Nike Store";1185732;"2025-05-16";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";342900.0;34;46240.0;8989.61;"Outlet"
6355;"Decathlon";1185732;"2024-07-30";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";231400.0;34;31212.0;5206.2;"Outlet"
6356;"Decathlon";1185732;"2025-03-13";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";437100.0;34;58956.0;12426.15;"Outlet"
6357;"Nike Store";1185732;"2024-12-23";"Andina";"Antioquia";"Medellín";"Calzado deportivo para mujer";402900.0;33;51183.0;9389.3;"Online"
6358;"Nike Store";1185732;"2024-12-24";"Andina";"Antioquia";"Medellín";"Ropa de hombre";480000.0;33;60984.0;14936.14;"Online"
6359;"Nike Store";1185732;"2024-11-11";"Andina";"Tolima";"Melgar";"Calzado deportivo para hombre";325700.0;33;41382.0;8038.77;"Online"
6360;"Decathlon";1185732;"2024-06-07";"Amazonía";"Guaviare";"San José del Guaviare";"Calzado deportivo para mujer";240000.0;33;30492.0;5992.64;"Online"
6361;"Decathlon";1185732;"2025-03-07";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado deportivo para mujer";325700.0;33;41382.0;10340.75;"Online"
6362;"Plaza Sport";1185732;"2025-01-31";"Andina";"Caldas";"Manizales";"Ropa de hombre";282900.0;33;35937.0;6462.58;"Online"
6363;"Plaza Sport";1185732;"2025-03-01";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";291400.0;33;37026.0;8127.18;"Online"
6364;"Plaza Sport";1185732;"2025-03-01";"Andina";"Caldas";"Manizales";"Calzado deportivo para mujer";274300.0;33;34848.0;6551.53;"Online"
6365;"Plaza Sport";1185732;"2025-03-01";"Andina";"Caldas";"Manizales";"Ropa de hombre";377100.0;33;47916.0;11572.54;"Online"
6366;"Nike Store";1185732;"2024-06-22";"Andina";"Norte de Santander";"Cúcuta";"Ropa de hombre";360000.0;33;45738.0;7481.69;"Online"
6367;"Plaza Sport";1185732;"2024-09-17";"Andina";"Cundinamarca";"Fusagasugá";"Calzado urbano para mujer";205700.0;33;26136.0;4268.91;"Online"
6368;"Nike Store";1185732;"2024-06-08";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de hombre";377100.0;33;47916.0;8430.37;"Online"
6369;"Nike Store";1185732;"2024-09-03";"Caribe";"Sucre";"Corozal";"Calzado deportivo para hombre";274300.0;33;34848.0;8353.05;"Online"
6370;"Decathlon";1185732;"2024-09-10";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";420000.0;33;53361.0;10174.69;"Online"
6371;"Nike Store";1128299;"2024-08-19";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";368600.0;33;46827.0;9097.71;"Outlet"
6372;"Nike Store";1185732;"2025-02-02";"Caribe";"Sucre";"Corozal";"Ropa de hombre";291400.0;33;37026.0;9233.84;"Outlet"
6373;"Decathlon";1185732;"2024-06-15";"Caribe";"Sucre";"Corozal";"Calzado deportivo para mujer";214300.0;33;27225.0;5011.84;"Outlet"
6374;"Nike Store";1185732;"2025-02-02";"Caribe";"Sucre";"Corozal";"Calzado deportivo para mujer";257100.0;32;30720.0;7442.99;"Outlet"
6375;"Decathlon";1185732;"2025-03-13";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";325700.0;32;38912.0;6971.24;"Outlet"
6376;"Nike Store";1185732;"2025-04-17";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";505700.0;31;56699.0;13546.31;"Online"
6377;"Nike Store";1185732;"2024-05-05";"Andina";"Antioquia";"Envigado";"Calzado deportivo para mujer";205700.0;31;23064.0;4085.07;"Online"
6378;"Nike Store";1185732;"2024-10-27";"Andina";"Tolima";"Melgar";"Ropa de hombre";351400.0;31;39401.0;9410.78;"Online"
6379;"Mercado Libre";1185732;"2025-03-17";"Caribe";"La Guajira";"Maicao";"Calzado urbano para mujer";445700.0;31;49972.0;9138.57;"Online"
6380;"Nike Store";1128299;"2024-08-18";"Andina";"Santander";"Floridablanca";"Ropa de hombre";462900.0;31;51894.0;8190.47;"Online"
6381;"Nike Store";1185732;"2024-08-07";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";402900.0;31;45167.0;9057.43;"Online"
6382;"Decathlon";1185732;"2024-10-06";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";394300.0;31;44206.0;7036.18;"Online"
6383;"Nike Store";1185732;"2025-03-04";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";291400.0;31;32674.0;5039.77;"Online"
6384;"Plaza Sport";1185732;"2024-08-05";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para mujer";162900.0;31;18259.0;4632.61;"Online"
6385;"Plaza Sport";1185732;"2024-07-21";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";351400.0;31;39401.0;8504.67;"Online"
6386;"Plaza Sport";1185732;"2024-09-17";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para hombre";274300.0;31;30752.0;5169.32;"Online"
6387;"Nike Store";1185732;"2025-04-19";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";480000.0;31;53816.0;8230.48;"Online"
6388;"Nike Store";1185732;"2024-08-09";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para mujer";274300.0;31;30752.0;6777.62;"Online"
6389;"Falabella";1185732;"2025-03-06";"Andina";"Cundinamarca";"Zipaquirá";"Calzado deportivo para mujer";411400.0;31;46128.0;7526.65;"Online"
6390;"Nike Store";1185732;"2025-01-03";"Caribe";"Sucre";"Corozal";"Ropa de hombre";385700.0;31;43245.0;9715.2;"Online"
6391;"Decathlon";1185732;"2024-08-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";308600.0;31;34596.0;5319.78;"Outlet"
6392;"Nike Store";1185732;"2024-11-12";"Andina";"Tolima";"Melgar";"Calzado urbano para mujer";274300.0;30;28800.0;4748.5;"Online"
6393;"Nike Store";1128299;"2024-08-19";"Andina";"Cundinamarca";"Facatativá";"Ropa de hombre";437100.0;30;45900.0;9780.69;"Online"
6394;"Decathlon";1185732;"2024-07-08";"Orinoquía";"Vichada";"Puerto Carreño";"Calzado deportivo para mujer";248600.0;30;26100.0;5240.85;"Online"
6395;"Decathlon";1185732;"2024-09-05";"Orinoquía";"Vichada";"Puerto Carreño";"Ropa de hombre";497100.0;30;52200.0;11209.11;"Online"
6396;"Plaza Sport";1185732;"2024-10-16";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para mujer";317100.0;30;33300.0;7035.38;"Online"
6397;"Decathlon";1185732;"2025-02-16";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de hombre";411400.0;30;43200.0;6573.39;"Online"
6398;"Falabella";1185732;"2024-07-07";"Andina";"Cundinamarca";"Zipaquirá";"Calzado deportivo para mujer";248600.0;30;26100.0;5141.46;"Online"
6399;"Decathlon";1185732;"2024-07-30";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para mujer";274300.0;30;28800.0;4563.88;"Online"
6400;"Nike Store";1185732;"2025-05-17";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";368600.0;30;38700.0;6244.95;"Outlet"
6401;"Mercado Libre";1185732;"2025-03-13";"Andina";"Tolima";"Ibagué";"Calzado deportivo para mujer";214300.0;30;22500.0;4082.34;"Outlet"
6402;"Plaza Sport";1128299;"2024-08-19";"Pacífica";"Chocó";"Quibdó";"Ropa de hombre";368600.0;30;38700.0;6311.3;"Outlet"
6403;"Nike Store";1185732;"2025-03-06";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";342900.0;30;36000.0;8319.61;"Outlet"
6404;"Nike Store";1185732;"2025-04-16";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";437100.0;29;42891.0;7988.62;"Online"
6405;"Nike Store";1185732;"2025-05-16";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";411400.0;29;40368.0;7991.59;"Online"
6406;"Mercado Libre";1185732;"2025-03-26";"Caribe";"La Guajira";"Maicao";"Ropa de hombre";420000.0;29;41209.0;7050.06;"Online"
6407;"Mercado Libre";1185732;"2024-09-18";"Andina";"Cundinamarca";"Girardot";"Calzado deportivo para mujer";360000.0;29;35322.0;7823.74;"Online"
6408;"Nike Store";1185732;"2024-09-08";"Amazonía";"Guaviare";"San José del Guaviare";"Ropa de hombre";480000.0;29;47096.0;10561.1;"Online"
6409;"Plaza Sport";1185732;"2024-06-01";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";197100.0;29;19343.0;3805.52;"Online"
6410;"Nike Store";1185732;"2025-03-06";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";385700.0;29;37845.0;6091.33;"Online"
6411;"Decathlon";1185732;"2024-08-09";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";394300.0;29;38686.0;6752.9;"Online"
6412;"Nike Store";1185732;"2024-11-05";"Andina";"Antioquia";"Medellín";"Calzado deportivo para mujer";334300.0;28;30576.0;7335.79;"Online"
6413;"Nike Store";1185732;"2024-11-18";"Andina";"Antioquia";"Medellín";"Ropa de hombre";462900.0;28;42336.0;8294.85;"Online"
6414;"Nike Store";1185732;"2024-11-23";"Andina";"Antioquia";"Medellín";"Calzado deportivo para mujer";411400.0;28;37632.0;8274.74;"Online"
6415;"Nike Store";1185732;"2024-04-03";"Andina";"Antioquia";"Envigado";"Calzado deportivo para hombre";325700.0;28;29792.0;7496.9;"Online"
6416;"Mercado Libre";1185732;"2025-03-13";"Andina";"Tolima";"Ibagué";"Calzado deportivo para mujer";291400.0;28;26656.0;6092.23;"Online"
6417;"Nike Store";1185732;"2024-08-01";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";120000.0;28;10976.0;2610.38;"Online"
6418;"Nike Store";1185732;"2024-09-02";"Orinoquía";"Casanare";"Yopal";"Calzado deportivo para mujer";128600.0;28;11760.0;2863.32;"Online"
6419;"Nike Store";1185732;"2025-05-17";"Andina";"Cundinamarca";"Bogotá D.C.";"Ropa de hombre";480000.0;27;40824.0;9957.76;"Online"
6420;"Nike Store";1185732;"2024-12-02";"Andina";"Tolima";"Melgar";"Ropa de hombre";317100.0;27;26973.0;6181.09;"Online"
